Rating,Description
5,"Selain keindahan alam Bunaken, kota Manado yang mayoritas penduduknya beragama Nasrani juga menawarkan wisata religi. Namanya adalah Monumen Yesus Memberkati. Monumen ini terletak di jalan Ring Road Trans Sulawesi, Manado. Lokasinya berada dalam perumahan mewah Citraland, 15 menit dari pusat kota Manado. Patung Yesus Memberkati ini menghadap ke Utara, dengan kedua tangan terangkat dan menghadap ke bawah seakan sedang memberkati warga Manado dan sekitarnya. Disekitar patung Yesus ini terdapat beberapa patung berukuran kecil yang menggambarkan para malaikat penjaga. Monumen ini disebut-sebut sebagai kado pemberian Ciputra (Ir. Ciputra) untuk kota Manado. Alasannya karena pemilik Ciputra Group ini pernah tinggal di kota Manado dan mempunyai kenangan indah dengan kota Manado."
5,"Sala satu icon terbaik di kota Manado, Spot untuk foto perlu dibuat lebih luas dan artistik."
4,"Monumen Yesus Memberkati adalah patung Yesus Kristus yang terletak di Manado, Indonesia. Patung ini berdiri setinggi 50 meter dan terdiri dari penopang 20 meter dan patung itu sendiri yang memiliki ketinggian 30 meter. Monumen ini merupakan salah satu landmark Kota Manado dan menjadi salah satu tujuan wisata populer di Sulawesi Utara.

Ide dari pembuatan patung ini datang dari Ir. Ciputra, seorang pengembang real estate, saat dia dan istrinya berdiri di tempat dimana patung itu ada sekarang. Patung tersebut dibangun sebagai ajakan untuk masyarakat Manado dan Sulawesi Utara untuk menyembah Allah.

Pembangunan monumen ini dimulai pada tahun 2006 dan selesai pada tahun 2007. Patung ini diresmikan oleh Gubernur Sulawesi Utara Sinyo Harry Sarundajang pada tanggal 2 November 2007.

Monumen Yesus Memberkati dibuat dengan menggunakan batu sabun yang berasal dari Sulawesi Utara. Patung ini dirancang oleh seorang pemahat asal Italia bernama Franco Cimmino.

Monumen ini memiliki posisi yang miring dengan tangan Yesus Kristus yang terangkat ke atas. Posisi ini melambangkan Yesus Kristus yang sedang memberkati masyarakat Manado dan Sulawesi Utara.

Monumen Yesus Memberkati tidak hanya memiliki nilai religius, tetapi juga menjadi tujuan wisata yang populer. Setiap tahun, ribuan wisatawan datang ke Manado untuk melihat patung ini.

Berikut adalah beberapa fakta menarik tentang Monumen Yesus Memberkati:

• Patung ini adalah patung Yesus Kristus tertinggi di Indonesia, setelah Patung Yesus Kristus Buntu Burake di Toraja dan Monumen Yesus Raja di Maluku.
• Patung ini terbuat dari batu sabun yang berasal dari Sulawesi Utara.
• Patung ini dirancang oleh seorang pemahat asal Italia bernama Franco Cimmino.
• Monumen ini memiliki posisi yang miring dengan tangan Yesus Kristus yang terangkat ke atas.

Monumen ini tidak hanya memiliki nilai religius, tetapi juga menjadi tujuan wisata yang populer."
5,Nice view yang memperlihatkan sebagian kecil keindahan kota Manado dengan panorama yang membuat kita bersyukur pada Sang Pencipta
5,"Pertama kali ke Manado pada tanggal 19-24 April 2023.

Pengalaman luar biasa yang dulu hanya bisa melihat di Televisi dan Internet sekarang sudah bisa datang kesana dan melihat sendiri keindahan tempatnya, sudah terencana sejak remaja ingin melihat monumen ini sekaligus keindahan kota Manado.

Di tambah lagi bertemu sama saudara seiman dan sesama orang Dayak Banjar dari Kota Banjarmasin Kalimantan selatan.

Puji Syukur kepada Tuhan. 🙏✝️"
5,"Spot foto wajib kalo ke manado, untuk bisa dapat pemandangan ini foto dari seberangnya"
5,"Monumen
YESUS KRISTUS MEMBERKATI
Jl. Ring Road
Kompleks Citraland Manado"
5,"Bersyukur setelah bolak balik cari tempat PCR yg hasilnya bisa keluar dibawah 1x24 jam dg harga terjangkau,  atas rekomendasi sepupu dtglah saya ke sini. Dan taraa.. Jika qt terbang dg menggunakan maskapai lion group maka harga PCRnya hanya 335k.. Jika menggunakan maskapai lain, dikenakan harga 495k (terhitung Umum, tapi termasuk lumayan lah ya harganya) krn ditempat lain, harganya bervariasi mulai dari 600k-2jt'an dan hasilnya pun diterima 1x24, bahkan bisa molor 🤣😭

Awalnya sempat puyeng sama alurnya, tapi setelah diarahkan satpam bisa juga. Sekalipun sempat stress waktu bikin akun dan ngisi data di testlab, tapi akhirnya bisa sukses juga berkat sksd dg org2 disekitar.

Bersyukur bgt bisa ketemu kk cantik yg baik hati, yg akhirnya jadi teman berjuang utk bisa lengkapi data 🥰 dan berkat bantuan kerabatnya, qt bisa dimudahkan utk test pcr..

Thanks God 🙏"
5,"Restoran, tempat sovenir, kolam 🏊👙dive center, dan banyak dari wisman cina
Kalau untuk lokal mungkin bisa mandi kolam  dengan harga 75k
ada juga tempat SPA di sini"
5,"Sangat membantu pelaku perjalanan karena menyediakan & melayani tes PCR/antigen 24 jam
Sehat terus para petugasnya"
5,"Bisa PCR di sini, datang pagian kalau mau PCR. Ambil nomor di satpam, isi formulir, trus ke bagian tunggu nanti ada mesin gitu untuk isi-isi, bayar, tunggu giliran deh"
4,"tempatnya bagus, tau lokasi ini karna liat postingan pak jokowi, ternyata cuma 900 meter dari tempat nginep.

sayangnya lokasinya ko agak nyelip, dan banyak ketutupan bus pariwisata.

ga ada cafe di dalamnya, hanya makanan berat.
overall ditata dengan bagus."
5,Sangat indah dengan pelayanana yg menyenangkan harga terjangkau juga
5,Best Chinese food in town. Lovely view
1,KASUS Saya Tes Disini Cepet si hasil cuma beberapa jam diluar tempat biasanya yg min 1*24 jam disini dibawah 6 jam udh keluar... Tp hasilnya positif yg satu yg lain yg sama sama trus negatif tp lgs cek ulang di beberapa tempat berbeda hasil negatif.. gara gara hasil dr sini beda sendiri positif tiket saya dan rekan partner semua dicancel karena bersama saya trus walaupun hasil mereka negatif.. dan hasil saya positif hanya dr hasil yg disini...ditempat lain semua negatif.. tiket pesawat berapa orang biaya pcr berapa orang biaya tes antigen dsb beberapa kali sama hotel sudah dibayar buat 7 hari di kota tujuan semua hangus karena hasilnya yg ekspress tp beda sendiri
4,Pemandangan bagus terutama di sore hari pas matahari terbenam..👍 Cuma sayang ada yg parkir kapalnya yg besar di depan tulisan kwf. city sehingga sangat mengganggu posisi pengambilan gambar.
5,Jogging track yg asyik dg udara yg segar arima khas pesisir pantai
5,Peningkatan kapasitas masyarakat kelurahan Bungkotoko dalam kesiapsiagaan bencana di TPS 3R
4,"Suasana teluknya ademm, apalagi kalau sore."
1,"Mengadakan ft offline Tapi tempat aja nggak niat udah tau mau hujan masih di paksa,listrik Ada nanti di m3 jadi Teman² yang hpnya lobet tidak bisa bermain,80 Rb feenya tidak Ada konsumi sama sekali .
Panitianya tidak Ada niat sama sekali hanya Mau uang Saja Lebih baik tidak usah lagi Adain ft offline kalau kayak begitu serba mengecewakan"
5,"Keren
Suasana teluk kendari."
5,Tempat rekreasi baru dijamin hilang rasa penat
5,
5,"Wktu berkunjung hari senin 9/10/2023, skitar jam 10an  jadi sepi pengunjung.
Tiket masuk dewasa 5rbu, anak 3rbu, parkiran mobil 10rbu
Lokasi wisatanya sangat luas
Tertata dengan rapi, menarik krn berbagai warna dan bersih (brhubung pas musim kemarau jdi tanamannya kurang segar, aliran airnya juga mulai kering)
Tersedia kamar juga, mungkin bisa di gunakan untuk acara gathering
Kurangnya. Jaringan susah, toiletnya kurang baik (krn hanya dri seng), tdak ada arah parkiran, tdak ada tata letak lokasi, berkunjunganya pas kemarau jdi kurang dapat feel ""kebun"" nya yg rindang dan penuh dgn hijau"", wisata tanamannya juga sedkit yah untuk kebun raya."
4,"Lumayan banyak wahananya, ada bianglala, gokart, kora2, playground, dll. Tiket masuk beda2 tiap wahana klo weekend 20rb-25rb. Ada juga tiket terusan utk semua wahana klo nggak salah 60rb hari biasa, 75rb weekend. Boleh bawa makanan ke dalam area wahana yg jelas sanggup buang sampah ketempatnya hehe. Boleh jadi tempat alternatif buat hiburan anak, apalagi Playground lumayan luas dan banyak seluncurannya. Tempatnya bersih juga."
5,Hello parents Segera ajak buah hati anda untuk bermain disore hari dalam wahana permainan dan menikmati laut teluk hingga sunset sore dikapal wisata teluk kendari harga terjangkau dan aman 🥰
4,"Disarankan datang malam hari, karena baru buka jam 7 malam. Ada banyak penjual cemilan dan ada wahana juga. Harganya dari 20.000 - 30.000. Tidak ada tempat parkir khusus untuk mobil."
4,"Kawasan yg menarik pemandangan & fasilitasnya, masuk kawasan HTM hanya 2rb, utk wahana bayar sendiri lg dgn harga yg terjangkau
Rame, kl weekend ada komunitas satwa & reptil jg utk edukasi anak2"
4,"Masih ada beberapa spot yang harus dibenahi, termasuk sampah yang berserakan. Semoga kita sebagai masyarakat bersama² pemerintah bisa menjaga tempat ini."
4,"Tempat bermain bersama keluarga yang aman dan menyenangkan, bisa juga makan atau sekedar nongkrong bersama teman teman"
5,"Salah satu alternatif hiburan di Kota Kendari. Harga yang harus dibayarkan tidak bisa dibilang murah, tapi cukup sesuai dengan pengalaman yang didapatkan."
5,"lokasi di konawe, perbatasan kendari dan konawe. fasilitas lengkap, ada 2 kolam renang anak dengan seluncuran, kolam dewasa ada 2 dengan kedalaman yang berbeda. WC dan ruang ganti banyak. ada kantin untuk pesan makanan ringan. gazebo yang disediakan juga banyak."
3,"Tempat lumayan bersih.
Petugas kebersihan siaga ditempat.
Ada kantin, mushola, kamar mandi dan ruang ganti gratis, gazebo berbayar, hanya sayang wahana perosotanya tidak licin. Tidak bisa meluncur dari atas tembus ke bawah.
Parkir kendaraan juga masih membayar, tidak seperti yg tertulis di iklan postingan fb.
Semoga kedepanya pengelola bisa memperbaiki beberapa kekurangan yg masih ada, terutama parkir kendaraan."
5,"Tempatnya bagus, bersih, spotnya lengkap. Kolam renangnya juga ad yg untuk anak kecil, sampai dewasa, tinggal pilih mau renang dimana. 😊"
5,"Datang ke sini hari minggu jam 9 belum ramai, banyak gazebo yang tersedia, ada seluncuran airnya tapi seret 🗿ada kolam untuk anak2 dan dewasa. Kamar mandi air bersih nya ada beberapa, tapi nda ada gayungnya 😫 Air kolamnya begitulah bau klorin 😌 Overall lumayan lah ya dengan harga yang relatif murah 🙌🏻"
5,"Mantara water park, kolam renang terbaik di Kendari dengan berbagai kedalaman kolam juga ada fasilitas seluncuran, dan air mancur.

Ada kolam balita, kolam sedang dan kolam dewasa.

Tiket masuk anak2 dan dewasa sama. Harga sudah termasuk gazebo, bebas pilih

Ada kantin juga. Taman taman buatannya indah sekali. Petugas kebersihannya juga cekatan

Semua kolam renang tidak ada canopy. Jadi jika siang, panas cetar"
4,Belum sempat masuk. Karena melihat parkiran sudah penuh sesak jadi mundur teratur. Semoga kedepan tempat parkir bisa lebih luas lagi y.
5,"Tempatnya bagus, ramah anak juga ada kamar ganti dan toilet. Hanya saja seluncurannya seret"
3,"Kurang pohon untuk peneduh
Sebaiknya harga tiket di buat lebih terjangkau dan wajar yang penting bisa ramai pengunjung
Keuntungan lebih bisa di dapat dari sewakan fasilitas food area dan warung warung jga bisa perdayakan UMKM warga sekitar

pemilik belajar ilmu marketing
Kasian ini tempat sudah bagus tinggal management nya kurang
Karena sekarang tidak seramai dulu waktu pertama di buka"
3,"Seru, tempatnya luas, kolam banyak, cocok buat anak2 hingga dewasa. Tapi bau kaporitnya menyengat, airnya kotor, kamar mandinya gak terawat, barusan kesana tiketnya 100 rb karna lg liburan tahun baru"
5,"Paling baik ke sini saat hari kerja dibanding hari libur.... Senang banget datang Rabu sore karena airnya masih baru dan tidak terlalu berbau, serta suasananya tidak terlalu ramai sehingga bisa puas berenang... Terus paling senang dengan gorengan dan minuman di tempat ini, karena sudah langgana sama mba yang paling ujung dekat masjid jadi sering di kasih diskon harga, kadang juga di kasih bonus gorengan ...."
4,"Wahana permainannya banyak, bisa bnget buat anak mulai usia 2 tahunan👍🏻
Buka di hari Rabu - Minggu ✌🏻
Di hari weekend Prize Rp 50.000
Cuma klo perginya sore ya gitu airnya udah keruh🙈, bnyak juga kotorannya kyak rumput2 kering."
1,"pernah datang berenang airnya kotor berlumut warna hijau pantas kah kita mendapatkan air begitu sedangkan kita bayar 50rb dapat airnya kotor begitu kalau airnya kotor minimal di ganti lh jangan di biarkan orang berenang' dengan air kotor, semoga tidak kejadian lagi airnya kotor"
5,"Harus perlu lagi peremajaan untuk wahana mainnya,
Ada bbrapa wahana air yanh sudah tidak jalan

Kamar mandi ganti pakaian terutama di toiletnya kotor"
4,"Oke lah untuk bawa anak2 main luncuran nya.tempat untuk duduk2 untuk orang tua menunggu kurang banyak.
Kamar mandi dan gazebo2 nya mungkin bisa lebih bagus,kebersihannya jg bisa lebih di jaga."
5,"Tempat rekreasi bagi keluarga yang nyaman. Tempat masih berada didalam kota kendari, didaerah anduonoho. Akses jalan mantap karena berada dipinggir jalan raya. Ditempat ini anak2 bisa bermain air dikolam tanpa perlu kuatir karena telah disiapkan orang-orang yang akan mengawasi untuk menjaga keamanan dan kenyamanan anda. Kalo anda lapar dan capek telah disiapkan tempat istirahat berupa bangku2 dan tempat makan yang bersih."
4,"Letak yang strategis dan mudah dijangkau, pelayanan yang baik dan fasilitas yang lengkap menjadikan tempat ini sebagai salah satu pilihan untuk menghabiskan waktu bersama keluarga."
5,Taman Kota Kendari di depan Lapangan Ex MTQ sekarang direnovasi lebih bagus lagi dengan koridor bertingkat.
5,"Tempat yang sangat cocok untuk berolahraga bersama keluarga ataupun juga teman-teman, terletak di tengah kota Kendari tempat ini juga dilengkapi dengan fasilitas yang lengkap serta alam yang masih sangat hijau dan alami"
2,"Kepedulian masyarakat terhadap kebersihan lingkungan sangat kurang , banyak masyarakat yang membuang sampah sembarangan padahal sudah disediakan tong sampah , fasilitas banyak yang rusak , mulai dari trotoar , lantai taman , kolam yang kotor banyak sampah dan beberapa sling baja yang dibiarkan rusak."
3,"Nice for jogging. But some short tracks may uncomfortable. Fresh air in the morning because  many trees and quite hot in the evening especially during summer. Tiles built on tracks was quite slippery, especially after rain. Crowds on every weekends especially sunday, if not rainy days. Various events on sunday."
5,Sangat cocok untuk kita yg ingin berolahraga atau menikmati sore. Di taman kota juga ada kegiatan Yoga setiap hari Sabtu pagi
4,"Salah satu taman yang menjadi tujuan warga Kota Kendari untuk bersantai dan berolahraga, khususnya pada hari libur ramai dikunjungi. Suasananya nyaman, teduh karena banyak pohon rindang dan adanya taman2."
3,"Bagus tempatnya, akses mudah, orgnya ramah2...cuman kotor kurang bersih dan penataan pkl yg semrawut..."
2,Tempatnya sejuk dan cocok buat berolahraga dihari minggu.. Sayangnya sampahnya kurang diperhatikan..
3,Wisata alam yang berada di pinggiran Kota Kendari. Lumayan sebagai tempat santai. Kondisi air terjunnya tidak terlalu panjang namun suasana masih alami. Wisata murah meriah karena masuk juga gak bayar.
3,"Akses ke lokasi air terjun nya perlu diperhatikan. Dan masih banyak pengunjung yg belum sadar akan sampah.
Utk view ny masih alami, lumayan utk tempat healing."
4,Saya punya tanah 2 ha di nanga²dan didalamnya ada air terjun..
5,Menjadi siswa di salah satu jurusan SMKN 2 Muna Sangat membawa saya ke jenjang pengetahuan yg lebih fasif saat berada d SMKN 2.MUNA
5,cukup bagus pemandangan nya
5,"alternatif untuk yg mau rekreasi/camping gratis karna belum dikelola warga jd ndada biaya retribusi, tempatnya dekat dengan kota, aman bawa anak-anak karna nda terlalu dalam airnya tp tetap harus diawasi karena batunya licin, wajib bawa bekal kalo mau masuk atau minimal makan dulu karena didalam ndada penjual, karena ndada yg kelola jd wajib sampahnya dibawa keluar gais."
4,"Air terjun  Nanga-Nanga merupakan objek wisata yang terletak di Desa Nanga-Nanga, Kecamatan Kambu, Kota Kendari. Untuk sampai ke lokasi ini, kita menempuh sekitar 20 menit perjalanan dari Kantor Gubernur Sulawesi Tenggara (Sultra). Pengunjung biasanya menggunakan kendaraan pribadi atau rental, karena tidak ada angkutan umum ke tempat wisata ini.

Saat tiba, kita akan menemukan sebuah bendungan, dan masih harus melanjutkan perjalanan dengan berjalan kaki, menyusuri bibir sungai Nanga-Nanga.  Jalan setapak yang dibuat berupa lantai semen sudah sedikit hancur karena tidak direnovasi. Setelah berjalan kaki sekitar setengah kilometer barulah kita sampai di lokasi air terjun.

Objek wisata ini menawarkan  pemandangan jernihnya aliran air dalam kepungan pepohonan berukuran besar yang rimbun. Airnya yang sejuk jatuh dari ketinggian sekitar 5 meter menghantam bebatuan di bawahnya. Bebatuan alam dan rindangnya pepohonan seolah memagari air terjun ini menjadi pesona tersendiri yang sulit Anda dapatkan di tempat lain.

Perpaduan alam yang demikian indah cukup ideal untuk mengabadikan potret Anda dengan latar air terjun ini. Selain itu, suasana lokasi wisata yang masih sepi dan hening sangat cocok bagi Anda remaja/anak muda yang mendamba ketenangan dari keramaian kota, atau bagi Anda yang baru berkunjung ke Kota Kendari sangat sayang melewatkan kunjungan ke tempat ini padahal jaraknya tidak jauh dari pusat kota."
2,agak laen airnya sekarang....
3,"Sangat berpotensi untuk dikembangkan lagi tapi masih Perlu penataan yg lebih baik lagi dari pemkot terutama terkait kebersihan, para penjual dan perparkirnya"
5,Suasananya nyaman apalagi ramai dan banyak kuliner dan sarana perbelanjaan..
5,"Kendari Beach atau yang biasa dikenal dengan Kebi. Ini adalah tempat rekreasi malam yang sangat bagus dan indah dengan pemandangan laut dan lampu2 hiasan serta dengan suasana angin laut yang segar. Disini juga sangat bagus untuk rekreasi keluarga karna disini terdapat banyak tempat bermain anak2, tempat makan, nongkrong dan tempat belanja. Disini ada odong2, wahana permainanan untuk anak2 maupun dewasa. Disini juga ada sarabba, pisang eppe, ada tempat jual barang2 bekas impor dan juga ada yg jual bakso bakar dan masih banyak makanan2 lainnya. Salah satu wahana bermain disini adalah wahana bermain Anjungan Teluk kendari. Wahana bermain di Anjungan Teluk Kendari ada 5 diantaranya bianglala, komedi putar, kora kora, play ground dan jembatan kaca. Jam operasional Anjungan Teluk Kendari, lanjut Agung, hari libur dibuka pukul 10.00 pagi sampai pukul 22.00 WITA. Sedangkan untuk weekday (hari kerja) dibuka sore hari pukul 15.30 sampai 22.00 WITA. tarif bermain biang lala untuk Senin - Kamis yakni Rp20 ribu per orang, sementara Jumat - Minggu Rp25 ribu per orang. Kora-kora Rp20 ribu per orang untuk hari Senin - Kamis, sedangkan Jumat-Minggu Rp25 ribu, komidi putar Rp15 ribu per orang Senin - Kamis, sedangkan hari Jumat - Minggu dibanderol Rp20 ribu per orang. Kemudian, playground untuk anak-anak dengan biaya masuk Rp15 ribu per orang setiap Senin - Kamis, dan Rp20 ribu per orang setiap Jumat - Minggu. Pokoknya disini aman dan tempatnya sangat menyenangkan untuk menikmati waktu malam dengan suasana yang malam yang indah. Saran saya, Ayoo terus menjaga kebersihan dan jangan membuang sampah ke laut, silahkan keep dan bawa pulang sampah anda 🙏🙏🇮🇩👏👌❤ cintai kotamu dengan menjaga kebersihan agar keindahan kota ini tetap terjaga dan menjadi tempat wisata yang bagus untuk para wisatawan baik dari dalam negeri maupun luar megeri 🇮🇩🇮🇩🇮🇩🇮🇩❤❤😇🙏"
5,"Tempat yang indah buat menikmati senja dengan duduk duduk santai di pinggir jalan, disepanjang jalan pinggir pantai ada tempat makan dan hanya buat nongkrong minum kopi dll. Banyak mainan untuk anak anak jadi dijamin anak nyaman dan bahagia"
5,"Wahana terbaik yg di miliki oleh Kendari ( SULTRA) sangat aman n nyaman u/ di kunjungi bersam sanak family di waktu malam Minggu n di malan lainya  permaina anak"" beragam  n memuaskan bagi anak "" u/ bermain

Bukan Hanya permian anak"" saja yg ada di wahan kendari beach u/ orang"" dewas pun ada juga tersedia di jamin memuaskan mata n  suasananya jg sejuk di pinggir pantai

Suasan Mlm yg gemerlap dgn barbagi ornamen  lampu yg memnjakan mata yg sangat indah di pandangi menarik hati u/ di kunjungi
Berbagi temat berfoto yg sangat bagus u/ di jadikan momen bersam sanak family/ teman / kerabat/ pasangan di sosmed dll

U/ tiket masuk tdk merobek kantong n dompet ( murah kok)
Buka setiap hari dari pukul 16.30 / 22.30

Tersedia juga tempat""  nongkrong n berbagi jajanan dikala sedang lapar perut kosong....
Baik makan berat n jajan sedang dll

Tunggu apa lg ayo ke Kendari Beach ajak sanak family / saudara / kawan / sahabat  rekan"" kerja / komunitas dll
Di jamin puas keluarga senang anak bahagia"
5,"Sebutan sekarang Kebi, Kendari Beach... Suguhan kuliner dan wisata bagai pasar malam setiap hari... sangat menghibur ❤️✅"
5,Tempatnya mudah d jangkau orangnya rama²
5,Tempat Wisata kuliner di sore atau di malam hari serta wisata teluk air Laut yg begitu menyenangkan letak nya yg berada di tengah kota yg di sekitarnya terdapat wahana permainan buat anak-anak maupun orang dewasa. Dan lain-lain
5,"sangat asri dan bersih, air sungainya juga jernih dan segar apalagi dengan suara air sungai sangat menambah nuansa alam tempatnya"
5,"Salah satu pilihan keluarga untuk tempat rekreasi, udaranya sejuk, banyak pepohonan yang menyejukkan mata, ada sungai kecilnya dengan bebatuan. Tiket masuknya kemaren 20rbu 2 org sdh sama parkir katanya. Bawa bocil ke sini senang sekali lari-larian kesana kemari 👍🏻🤗 Ada 1 kurangnya, susah jaringan 🗿"
3,"Udaranya sejuk karena banyak tanaman. Ada sungai kecil mengalir yang dibuat main air oleh anak-anak disitu. Ada menara pandang yang digunakan untuk melihat sekitar dari ketinggian. Sayangnya penunjuk jalan masih kurang dan tidak ada koleksi tanaman yang bisa dinikmati keindahannya. Selain itu, kami membayar parkir+tiket masuk untuk 2 orang seharga 15rb, namun tiket yg diberikan hanya 1 saja."
5,"Lokasi kebun raya yang dekat dengan pusat kota Kendari sehingga dapat dijadikan referensi untuk menghilangkan penat, dapat dijadikan sebagai tempat belajar di luar kelas, lingkungan kebun raya yang bersih dan juga asri, udara yang segar, di tambah dengan aliran sungai kecil membuat suasana di kebun raya menjadi lebih rindang dan sejuk"
5,Salah satu tempat wisata yang populer di kalangan warga Kendari dan sekitarnya untuk melepas penat dan memanfaatkan akhir pekan. Cocok untuk wisata keluarga atau acara kantor.
5,"Tempat yg bagus utk berkumpul dan bercengkrama.letak yg tidak bgtu jauh dari pusat kota Kendari dgn akses jalan yg mulus membuat kebun raya ke dari menjadi salah satu destinasi wisata yg cukup menarik.
Dgn sekeliling hutan belantara yg masih asri dan rapat menjadi kebun raya Kendari ini surga bagi pencinta alam dan tanaman serta bagi para peneliti tanaman.
Kebun raya dengan konsep ""Taman d Tengah Hutan Rimba"" cukup menarik dan memberikan nuansa yg berbeda utk kota Kendari dan sekitar nya.
Terdapat bagian utk tanaman obat tradisional dan bagian utk tanaman artistik.
Bisa d jadikan pilihan utk acara2 (pernikahan/arisan/temu keluarga besar/dll) yg mengusung tema ""nature""
udara bersih dan segar.fasilitas cukup lengkap meski saat ini masih terus berbenah meningkatkan pelayanan.
Amat d sarankan utk datang d pagi hari ataupun d sore hari Krn matahari sudah terasa menyengat d jam 9 pagi sampai jam 3 sore dan bawalah pelindung kepala serta perbanyaklah minum.
Parkiran luas. Ada mushollah, toilet."
4,"Bersih.
Ragam bunga nya sangat sedikit. Area 2 tidak ada tempat untuk berteduh yang gratis (duduk di gazebo = bayar). Sebaiknya ditanami beberapa pohon lindung guna tempat berteduh santai pengunjung. Ada beberapa spot yang dulunya bagus tapi sudah tak terurus tanamannya."
5,"Lokasi kebun raya kota Kendari, suasana bersih, bebas dari sampah, parkiran luas, udara juga lumayan sejuk. Harga tiket per orang 5000 rupiah. Jgn lupa bawa bekal sendiri soalnya didalam tdk ada pedagang."
3,Butuh perhatian lebih supaya pengunjungnya lebih ramai..
4,"Bagus bngt tempatnya masih alami

Ga bakal nyesel dteng ksini"
5,"Yang intinya ""sebuah kenikmatan tidak akan terasa nikmat jika didapatkan dengan mudah."""
3,"Benar2 harafiah kl disebut air terjun tersembunyi, g ada petunjuk jln sama sekali kesini hahaha hrs GPS (gunakan penduduk setempat), jln menuju air terjun ckp mendebarkan, kl kesini bawa temanlah"
5,"Cocok buat refresing, apa lgi yg suka traveling"
5,Suasananya sejuk dan alami air terjun jalan lasolo
4,Spot wisata tersembunyi di kota kendari. Kalau musim hujan airnya keruh
3,Pemandangan nya bagus tapi kurang pembersihan lingkungan
4,Tempatnya cantik sayang semakin hari kebersihan tidak terjaga dan fasilitas seperti pagar kayunya tidak dirawat sehingga berbahaya untuk membawa anak kecil
3,"Cocok di kunjungi di waktu santai bersama keluarga, akses dekat dengan kota, umumnya di kunjungi di pagi dan sore hari, pemerintah terus melengkapi dan menata tempat ini lebih baik."
3,"Kurang terawat, bnyak fasilitas rusak, rumah"" nya lapuk, wc nya di kunci dan kurang tong sampah"
4,Tempat bersantai di sore hari menunggu matahari terbenam. Fasilitas ruang publik yang cukup baik dan dijamin berpemandangan indah terutama jelang senja
5,"Tempat refreshing sejenak di pusat kota. Tempat bersih, pagi-pagi udaranya segar. Path yg warna-warni bikin mata melek.
Tiap hari minggu ada senam bersama disini."
3,"Lokasinya strategis, nggak ada karcis masuk, cocok utk jalan2 sore karena ada jalur trekking pinggir laut. Sayangnya tempat ini tidak terawat, byk pembatas jalur trek yg sdh copot sehingga bisa membahayakan pengunjung. Disini banyak penjual minuman dan mkanan ringan. Tempat Parkir juga byk sih"
4,Lokasi ini menjadi ruang terbuka hijau sekaligus sebagai tempat beraktifitas warga kota Kendari setiap pagi dan sore hari
4,Senang sekali kalo kesini dihari cerah pas jam 3 sampe menjelang Maghrib... Sambil menunggu Sunset
5,"Saya baru saja mampir ke Tracking Mangrove Lahundape di Kota Kendari (Tugas Kuliah lol), dan beneran nih, tempatnya keren banget. Mangrove yang ada di pinggiran kota ini bener-bener oke buat ngilangin penat dari hiruk-pikuk perkotaan.Salah satu yang paling gue suka adalah jalur trekking-nya yang lebar banget, sekitar 2 meter. Tapi sayangnya, ada beberapa bagian yang rusak dan berlubang, jadi perlu perbaikan buat amannya pengunjung.

Gak cuma itu, pemandangan Teluk Kendari dari sini juga keren banget. Pengunjung bisa duduk santai di beberapa tempat sambil ngeliatin keindahan alamnya. Dan pastinya, banyak spot buat selfie juga sambil ngambil gambar aktivitas pengunjung lain di sepanjang jalur trekking. Di area hutan mangrove ini, ada beberapa saung gazebo yang bisa dipake buat istirahat. Sayangnya, beberapa gazebo dan lampu di area ini keliatannya kurang terawat. Semoga bisa diperbaiki biar pengunjung lebih betah waktu dateng.

Pokoknya, Tracking Mangrove Lahundape ini tempat asik buat ngabisin waktu sama keluarga atau temen-temen. Kalo dikasih perbaikan dikit dan dirawat lebih baik lagi, tempat ini bisa jadi salah satu destinasi keren di Kota Kendari. Saya bakal rekomendasiin tempat ini buat yang lagi nyari tempat buat santai dan nikmatin alam."
5,"Tempatnya keren banget dengan pemandangan alam Teluk Kendari. Dari lokasi ini, tampak juga jembatan bahteramas serta masjid terapung al-alam. Lokasi strategis dekat dengan hotel claro dan same hotel."
3,"Enak untuk jalan jalan pagi apalagi dekat hotel berbintang, sore sampai malam juga sangat ramai banyak yang jualan di pinggir jalan.
Hal paling menarik di pinggir jalan selain banyak jajanan khas Kendari, ada pula jasa sewa tempat karaoke ditutup kain/tenda dengan dilengkapi layar proyektor untuk menampilkan lagu.
Hanya di jalan menuju mangrove kayu sudah sedikit rapuh, airnya kotor banyak sampah padahal bagus tempatnya."
4,Pemandangannya sangat menenangkan. Terutama jika datang kesini mulai pukul 5.45 pagi. Kabut masih tersisa. Terdengar percikan air dan kicau burung. Jalan masuk mangrovenya warna warni. Satu yang disayangkan adalah banyaknya sampah disini. Semoga kedepan pemda mau membereskan permasalahan sampah disini
2,serius ini tempatnya? apa sy salah tempat ya? 🥲
4,"Dekat dengan kota, pemandangan sorenya indah. Namun sudah mulai banyak sampah, tidak ada toilet umum."
5,"hutan mangrove di kota kendari sulawesi tenggara..
tempatnya masih sepi.. masih banyak pasangan2 yang suka kesini karena sepi 😌
tapi jalan sendirian kesini seru sih bisa melihat masjid yang berada di tengah laut juga, dan anak2 asli sana yang masih pada semangat main air diluar rumah ketimbang main hp (karena masih susah sinyal juga dsana)"
